"ind"
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
0
0
0
1
2
1
1
1
0
0
0
0
1
1
0
0
0
0
0
0
0
0
1
0
0
0
0
0
2
1
1
8
0
0
0
0
0
1
2
0
0
0
0
0
1
0
0
0
0
0
0
0
5
0
0
1
1
1
0
1
0
0
0
1
0
3
1
1
0
1
0
0
0
0
1
0
0
3
1
1
0
0
0
2
0
0
0
0
4
0
0
0
3
2
0
1
0
1
0
0
0
1
0
1
0
0
0
0
6
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
3
2
0
0
0
0
1
0
0
1
0
0
0
5
0
0
0
0
0
0
0
1
0
0
0
0
7
0
0
0
0
0
3
1
0
0
7
0
0
2
0
8
0
0
9
4
1
0
3
1
0
1
0
0
1
1
1
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
1
0
1
0
0
0
1
13
0
0
3
0
0
0
2
0
1
0
0
0
1
0
0
0
0
1
0
6
1
1
1
0
0
0
1
2
1
0
0
0
0
0
0
1
0
0
0
0
0
1
0
1
0
0
3
0
4
0
1
1
0
0
0
0
0
1
0
0
0
0
0
2
0
0
2
4
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
2
3
2
0
0
0
0
0
0
1
0
2
0
0
1
1
1
3
0
0
0
3
0
0
0
1
0
2
0
1
0
0
2
1
54
3
0
0
0
1
0
0
1
1
0
0
0
6
0
0
0
0
0
0
0
0
0
1
3
0
0
0
0
1
1
1
1
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
3
0
0
0
1
32
3
0
0
1
3
0
4
1
12
0
2
0
0
0
11
0
0
0
0
0
1
1
0
0
128
3
0
0
0
1
0
0
0
0
0
0
0
1
1
0
0
0
0
0
1
2
0
0
0
0
0
1
0
0
0
1
1
0
3
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
59
0
1
0
0
0
0
2
0
0
1
0
4
0
0
0
0
0
0
0
0
0
0
1
2
4
0
0
0
0
3
0
0
0
0
0
0
0
0
0
0
0
3
0
0
0
1
1
0
2
0
3
0
1
0
0
1
0
0
10
0
0
0
0
1
0
0
1
0
0
3
0
0
0
0
0
2
0
0
1
0
0
0
0
0
1
0
1
0
0
0
0
0
1
0
1
0
1
0
9
7
0
4
2
4
0
0
0
0
0
1
0
1
0
5
2
0
1
1
1
0
0
2
2
26
1
2
0
15
0
1
0
0
1
1
0
1
0
1
3
0
2
1
0
1
1
0
0
1
1
3
2
0
0
1
0
0
1
0
2
2
0
0
1
0
4
0
0
1
0
0
0
0
0
0
0
0
0
3
0
0
2
3
1
0
0
0
0
1
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0
0
1
0
0
0
1
1
21
0
0
1
1
0
0
0
1
1
0
0
8
0
2
0
0
0
0
0
1
2
0
6
1
0
0
0
0
1
5
0
0
0
0
6
16
0
2
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
3
0
0
0
0
0
2
0
0
0
0
0
0
0
0
1
1
1
4
1
0
0
0
0
0
0
0
0
0
0
5
2
0
0
0
1
0
1
0
0
0
1
0
0
0
0
1
2
0
1
0
2
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
1
0
0
0
0
0
16
1
1
1
0
0
4
0
0
0
1
0
0
0
0
0
0
0
1
0
0
0
0
1
1
0
5
0
0
4
1
0
1
1
1
0
0
0
1
0
0
0
0
0
6
0
0
1
0
0
1
1
0
0
0
0
0
2
0
0
3
0
0
2
0
0
0
0
0
0
0
0
3
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
4
0
0
0
0
2
1
0
0
3
0
0
1
0
0
10
2
2
1
2
1
0
1
0
0
0
0
0
0
0
0
0
5
0
0
0
0
0
0
0
0
0
0
1
20
1
4
6
0
0
0
4
1
1
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
1
1
2
0
0
0
0
0
0
0
0
17
288
0
1
1
0
0
2
1
2
1
0
1
0
0
1
3
0
0
7
1
0
0
1
2
3
0
0
0
0
0
1
17
0
0
8
0
0
0
0
1
0
0
1
1
3
1
0
0
0
1
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
11
0
0
0
0
2
0
0
3
0
0
0
1
1
1
