"ind"
0
1
0
0
1
0
1
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
1
3
1
0
1
0
0
0
0
0
0
1
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
2
0
0
0
1
1
0
1
0
2
0
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
1
0
1
1
0
2
0
0
0
0
0
0
0
0
0
4
0
0
0
0
0
2
0
0
0
0
0
1
0
12
1
0
0
0
0
0
0
0
0
1
0
0
1
0
0
0
0
1
4
0
0
3
0
0
0
2
0
0
0
0
0
0
0
0
2
0
1
0
0
1
1
1
0
4
1
2
9
0
0
1
0
1
0
0
0
1
0
1
0
0
0
0
0
0
0
4
2
0
1
0
0
4
4
0
5
0
0
0
0
0
1
0
1
0
2
0
0
3
2
1
0
0
3
0
1
0
0
0
0
0
2
2
0
0
0
0
1
0
1
1
0
0
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
1
0
0
8
0
0
0
0
0
0
2
0
2
0
1
1
0
0
1
0
0
0
0
0
0
1
0
0
2
0
0
0
21
0
0
0
0
0
3
1
0
1
1
2
9
1
0
0
4
4
0
6
0
0
0
0
0
0
0
0
0
0
0
1
1
2
0
3
1
0
0
1
0
0
0
0
1
0
0
0
2
1
0
0
2
1
0
0
2
0
1
1
1
6
0
17
0
1
3
0
0
4
3
0
2
1
0
1
0
0
0
1
1
0
0
0
6
0
0
0
1
0
0
0
0
1
0
0
2
0
0
1
0
0
0
0
1
0
0
1
0
0
1
6
0
0
2
1
0
0
0
0
3
0
1
0
0
0
0
1
0
0
0
0
0
0
1
0
0
2
1
0
0
2
0
2
0
0
2
0
6
0
2
1
0
1
9
3
3
0
1
0
1
0
0
0
0
1
0
2
0
0
0
0
0
0
0
1
0
1
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
4
0
1
0
0
0
1
1
1
0
0
3
1
0
2
0
1
0
0
0
0
0
0
0
0
0
0
0
0
86
2
0
0
2
0
2
1
3
0
3
3
1
1
0
1
0
0
3
1
0
2
0
0
0
0
5
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
1
0
1
3
11
0
1
0
2
0
0
1
0
0
0
3
1
0
0
0
0
0
0
1
0
2
1
0
0
1
2
2
0
0
1
0
0
0
0
0
1
0
70
1
1
0
0
1
2
0
0
4
3
0
4
15
18
0
0
0
2
0
3
0
17
0
0
0
0
0
2
0
3
0
0
137
8
0
0
1
0
0
0
0
0
1
16
0
0
0
0
0
0
0
0
0
0
1
2
0
2
0
4
1
3
0
1
0
0
3
2
0
1
2
0
2
2
0
2
0
0
0
0
0
0
0
1
0
0
0
2
0
0
0
1
0
1
0
0
1
0
0
1
0
0
1
1
0
0
137
0
0
1
